df_author_name,df_author_url
['Mehdi Hosseini'],['https://pureportal.coventry.ac.uk/en/persons/mehdi-hosseini']
['Cherisse Hoyte'],['https://pureportal.coventry.ac.uk/en/persons/cherisse-hoyte']
['Dan Hu'],['https://pureportal.coventry.ac.uk/en/persons/dan-hu']
['Nazmul Huda'],['https://pureportal.coventry.ac.uk/en/persons/nazmul-huda']
['John Huddlestone'],['https://pureportal.coventry.ac.uk/en/persons/john-huddlestone']
['Hudri Hudri'],['https://pureportal.coventry.ac.uk/en/persons/hudri-hudri']
['Gemma Hunt'],['https://pureportal.coventry.ac.uk/en/persons/gemma-hunt']
['Karen Hunt'],['https://pureportal.coventry.ac.uk/en/persons/karen-hunt']
['Leanne Hunt'],['https://pureportal.coventry.ac.uk/en/persons/leanne-hunt']
['Rumana Huq'],['https://pureportal.coventry.ac.uk/en/persons/rumana-huq']
['Dilwar Hussain'],['https://pureportal.coventry.ac.uk/en/persons/dilwar-hussain']
['Sundas Hussain'],['https://pureportal.coventry.ac.uk/en/persons/sundas-hussain']
['Simon Huston'],['https://pureportal.coventry.ac.uk/en/persons/simon-huston']
['Shaun Hutchinson'],['https://pureportal.coventry.ac.uk/en/persons/shaun-hutchinson']
['Thanh Huynh'],['https://pureportal.coventry.ac.uk/en/persons/thanh-huynh']
['Eunju Hwang'],['https://pureportal.coventry.ac.uk/en/persons/eunju-bahrisch']
['Richard Hyde'],['https://pureportal.coventry.ac.uk/en/persons/richard-hyde-2']
['Susan Hyett'],['https://pureportal.coventry.ac.uk/en/persons/susan-hyett']
['Agha Ibiam'],['https://pureportal.coventry.ac.uk/en/persons/agha-ibiam']
['Masud Ibrahim'],['https://pureportal.coventry.ac.uk/en/persons/masud-ibrahim']
['Alexandru Iftode'],['https://pureportal.coventry.ac.uk/en/persons/alexandru-iftode']
['Petar Igic'],['https://pureportal.coventry.ac.uk/en/persons/petar-igic']
['Enzo Iglésis'],['https://pureportal.coventry.ac.uk/en/persons/enzo-igl%C3%A9sis']
['Simon Igo'],['https://pureportal.coventry.ac.uk/en/persons/simon-igo']
['Eze Ihua Maduenyi'],['https://pureportal.coventry.ac.uk/en/persons/eze-ihua-maduenyi']
['Monday Ikhide'],['https://pureportal.coventry.ac.uk/en/persons/monday-ikhide']
['Durukan Imrie-Kuzu'],['https://pureportal.coventry.ac.uk/en/persons/durukan-imrie-kuzu']
['Monica Ingber'],['https://pureportal.coventry.ac.uk/en/persons/monica-ingber']
['Charlie Ingram'],['https://pureportal.coventry.ac.uk/en/persons/charlie-ingram']
['Mauro Innocente'],['https://pureportal.coventry.ac.uk/en/persons/mauro-innocente']
['Hafza Iqbal'],['https://pureportal.coventry.ac.uk/en/persons/hafza-iqbal']
['Naveed Iqbal'],['https://pureportal.coventry.ac.uk/en/persons/naveed-iqbal']
['Rahat Iqbal'],['https://pureportal.coventry.ac.uk/en/persons/rahat-iqbal']
['Jane Irani'],['https://pureportal.coventry.ac.uk/en/persons/jane-irani']
['Bridget Irene'],['https://pureportal.coventry.ac.uk/en/persons/bridget-irene']
['Shahrukh Irfan'],['https://pureportal.coventry.ac.uk/en/persons/shahrukh-irfan']
['John Ironman'],['https://pureportal.coventry.ac.uk/en/persons/john-ironman']
['Paul Irving'],['https://pureportal.coventry.ac.uk/en/persons/paul-irving']
['Zilia Iskoujina'],['https://pureportal.coventry.ac.uk/en/persons/zilia-iskoujina']
['Didarul Islam'],['https://pureportal.coventry.ac.uk/en/persons/didarul-islam']
['Johirul Islam'],['https://pureportal.coventry.ac.uk/en/persons/johirul-islam']
['Md Rakibul Islam'],['https://pureportal.coventry.ac.uk/en/persons/md-rakibul-islam']
['Obiajulu Chukwudi Iweka'],['https://pureportal.coventry.ac.uk/en/persons/obiajulu-chukwudi-iweka-2']
['Draco Iyi'],['https://pureportal.coventry.ac.uk/en/persons/draco-iyi']
['Ann Jackson'],['https://pureportal.coventry.ac.uk/en/persons/ann-jackson']
['Nick Jackson'],['https://pureportal.coventry.ac.uk/en/persons/nick-jackson']
['Jaya Jacobo'],['https://pureportal.coventry.ac.uk/en/persons/jaya-jacobo']
['Hesamaldin Jadidbonab'],['https://pureportal.coventry.ac.uk/en/persons/hesamaldin-jadidbonab']
['Vahid Jafari-Sadeghi'],['https://pureportal.coventry.ac.uk/en/persons/vahid-jafari-sadeghi']
['Michaelina Jakala'],['https://pureportal.coventry.ac.uk/en/persons/michaelina-jakala']
['Djordje Jakovljevic'],['https://pureportal.coventry.ac.uk/en/persons/dorde-jakovljevic']
['Wissam Jamal'],['https://pureportal.coventry.ac.uk/en/persons/wissam-jamal']
['Dalrene Teresa Keerthika James'],['https://pureportal.coventry.ac.uk/en/persons/dalrene-teresa-keerthika-james']
['Leah James'],['https://pureportal.coventry.ac.uk/en/persons/leah-james']
['Rob James'],['https://pureportal.coventry.ac.uk/en/persons/rob-james']
['Lamis Jamil'],['https://pureportal.coventry.ac.uk/en/persons/lamis-jamil']
['Madeleine Janickyj'],['https://pureportal.coventry.ac.uk/en/persons/madeleine-janickyj']
['Vit Janik'],['https://pureportal.coventry.ac.uk/en/persons/vit-janik']
['Helen Elizabeth Janiszewski'],['https://pureportal.coventry.ac.uk/en/persons/helen-elizabeth-janiszewski']
['Donna Jarrett'],['https://pureportal.coventry.ac.uk/en/persons/donna-jarrett']
